hgnc_symbol,gene_biotype
RPL3P10,pseudogene
RPL3P12,pseudogene
RPL3P13,pseudogene
RPL3P2,pseudogene
RPL3P3,pseudogene
RPL3P4,pseudogene
RPL3P6,pseudogene
RPL3P7,pseudogene
RPL3P8,pseudogene
RPL3P9,pseudogene
RPL4,protein_coding
RPL41,protein_coding
RPL41P1,pseudogene
RPL41P2,pseudogene
RPL4P1,pseudogene
RPL4P2,pseudogene
RPL4P3,pseudogene
RPL4P4,pseudogene
RPL4P5,pseudogene
RPL4P6,pseudogene
RPL5,protein_coding
RPL5P1,pseudogene
RPL5P10,pseudogene
RPL5P11,pseudogene
RPL5P12,pseudogene
RPL5P17,pseudogene
RPL5P18,pseudogene
RPL5P22,pseudogene
RPL5P23,pseudogene
RPL5P24,pseudogene
RPL5P25,pseudogene
RPL5P27,pseudogene
RPL5P28,pseudogene
RPL5P29,pseudogene
RPL5P3,pseudogene
RPL5P30,pseudogene
RPL5P32,pseudogene
RPL5P33,pseudogene
RPL5P34,pseudogene
RPL5P35,pseudogene
RPL5P4,pseudogene
RPL5P5,pseudogene
RPL5P6,pseudogene
RPL5P7,pseudogene
RPL5P8,pseudogene
RPL5P9,pseudogene
RPL6,protein_coding
RPL6P12,pseudogene
RPL6P25,pseudogene
RPL6P27,pseudogene
RPL6P29,pseudogene
RPL6P30,pseudogene
RPL6P7,pseudogene
RPL6P8,pseudogene
RPL7,protein_coding
RPL7A,protein_coding
RPL7AP10,pseudogene
RPL7AP11,pseudogene
RPL7AP14,pseudogene
RPL7AP26,pseudogene
RPL7AP3,pseudogene
RPL7AP30,pseudogene
RPL7AP31,pseudogene
RPL7AP34,pseudogene
RPL7AP38,pseudogene
RPL7AP58,pseudogene
RPL7AP6,pseudogene
RPL7AP60,pseudogene
RPL7AP64,pseudogene
RPL7AP66,pseudogene
RPL7AP69,pseudogene
RPL7AP8,pseudogene
RPL7L1,protein_coding
RPL7L1P3,pseudogene
RPL7L1P9,pseudogene
RPL7P2,pseudogene
RPL7P26,pseudogene
RPL7P29,pseudogene
RPL7P31,pseudogene
RPL7P36,pseudogene
RPL7P4,pseudogene
RPL7P41,pseudogene
RPL7P44,pseudogene
RPL7P45,pseudogene
RPL7P47,pseudogene
RPL7P48,pseudogene
RPL7P5,pseudogene
RPL7P50,pseudogene
RPL7P51,pseudogene
RPL7P54,pseudogene
RPL7P56,pseudogene
RPL8,protein_coding
RPL8P2,pseudogene
RPL9,protein_coding
RPL9P16,pseudogene
RPL9P18,pseudogene
RPL9P2,pseudogene
RPL9P28,pseudogene
RPL9P3,pseudogene
RPL9P30,pseudogene
RPL9P32,pseudogene
RPL9P5,pseudogene
RPL9P7,pseudogene
RPLP0,protein_coding
RPLP0P2,pseudogene
RPLP0P6,pseudogene
RPLP1,protein_coding
RPLP1P13,pseudogene
RPLP2,protein_coding
RPLP2P1,pseudogene
RPN1,protein_coding
RPN2,protein_coding
RPP14,protein_coding
RPP21,protein_coding
RPP25,protein_coding
RPP25L,protein_coding
RPP30,protein_coding
RPP38,protein_coding
RPP40,protein_coding
RPPH1,antisense
RPRD1A,protein_coding
RPRD1B,protein_coding
RPRD2,protein_coding
RPS10,protein_coding
RPS10P14,pseudogene
RPS10P16,pseudogene
RPS10P2,pseudogene
RPS10P27,pseudogene
RPS10P28,pseudogene
RPS10P3,pseudogene
RPS10P7,lincRNA
RPS11,protein_coding
RPS11P5,pseudogene
RPS11P6,pseudogene
RPS11P7,pseudogene
RPS12,protein_coding
RPS12P18,pseudogene
RPS12P20,pseudogene
RPS12P23,pseudogene
RPS12P26,pseudogene
RPS12P27,pseudogene
RPS12P28,pseudogene
RPS12P31,pseudogene
RPS13,protein_coding
RPS14,protein_coding
RPS14P3,pseudogene
RPS14P4,pseudogene
RPS15,protein_coding
RPS15A,protein_coding
RPS15AP1,pseudogene
RPS15AP10,pseudogene
RPS15AP16,pseudogene
RPS15AP18,pseudogene
RPS15AP24,pseudogene
RPS15AP25,pseudogene
RPS15AP40,pseudogene
RPS15AP5,pseudogene
RPS15P5,pseudogene
RPS15P9,pseudogene
RPS16,protein_coding
RPS17L,protein_coding
RPS17P1,pseudogene
RPS17P2,pseudogene
RPS17P5,pseudogene
RPS18,protein_coding
RPS18P12,pseudogene
RPS18P13,pseudogene
RPS18P9,pseudogene
RPS19,protein_coding
RPS19BP1,protein_coding
RPS19P1,pseudogene
RPS19P3,pseudogene
RPS2,protein_coding
RPS20,protein_coding
RPS20P1,pseudogene
RPS20P14,pseudogene
RPS20P15,pseudogene
RPS20P2,pseudogene
RPS20P20,pseudogene
RPS20P22,pseudogene
RPS20P24,pseudogene
RPS20P33,pseudogene
RPS20P35,pseudogene
RPS21,protein_coding
RPS21P4,pseudogene
RPS23,protein_coding
RPS23P1,pseudogene
RPS23P10,pseudogene
RPS23P2,pseudogene
RPS23P5,pseudogene
RPS23P6,pseudogene
RPS23P7,pseudogene
RPS23P8,pseudogene
RPS24,protein_coding
RPS24P1,pseudogene
RPS24P12,pseudogene
RPS24P17,pseudogene
RPS24P18,pseudogene
RPS25,protein_coding
RPS26,protein_coding
RPS26P11,pseudogene
RPS26P2,pseudogene
RPS26P21,pseudogene
RPS26P3,pseudogene
RPS26P31,pseudogene
RPS26P34,pseudogene
RPS26P35,pseudogene
RPS26P4,pseudogene
RPS26P43,pseudogene
RPS26P47,pseudogene
RPS26P52,pseudogene
RPS26P54,pseudogene
RPS26P55,pseudogene
RPS26P56,pseudogene
RPS26P6,pseudogene
RPS26P8,pseudogene
RPS27,protein_coding
RPS27A,protein_coding
RPS27AP1,pseudogene
RPS27AP2,pseudogene
RPS27AP3,pseudogene
RPS27L,protein_coding
RPS27P14,pseudogene
RPS27P22,pseudogene
RPS27P23,pseudogene
RPS27P25,pseudogene
RPS27P27,pseudogene
RPS27P29,pseudogene
RPS28,protein_coding
RPS29,protein_coding
RPS29P20,pseudogene
RPS2P1,pseudogene
RPS2P2,pseudogene
RPS2P24,pseudogene
RPS2P32,pseudogene
RPS2P35,pseudogene
RPS2P4,pseudogene
RPS2P41,pseudogene
RPS2P44,pseudogene
RPS2P45,pseudogene
RPS2P46,pseudogene
RPS2P48,pseudogene
RPS2P5,pseudogene
RPS2P52,pseudogene
RPS2P55,pseudogene
RPS2P6,pseudogene
RPS2P7,pseudogene
RPS3,protein_coding
RPS3A,protein_coding
RPS3AP1,pseudogene
RPS3AP12,pseudogene
RPS3AP14,pseudogene
RPS3AP22,pseudogene
RPS3AP25,pseudogene
RPS3AP26,pseudogene
RPS3AP29,pseudogene
RPS3AP3,pseudogene
RPS3AP32,pseudogene
RPS3AP34,pseudogene
RPS3AP39,pseudogene
RPS3AP4,pseudogene
RPS3AP40,pseudogene
RPS3AP42,pseudogene
RPS3AP43,pseudogene
RPS3AP44,pseudogene
RPS3AP47,pseudogene
RPS3AP49,pseudogene
RPS3AP5,pseudogene
RPS3AP50,pseudogene
RPS3AP53,pseudogene
RPS3AP6,pseudogene
RPS3P2,pseudogene
RPS3P6,pseudogene
RPS3P7,pseudogene
RPS4X,protein_coding
RPS4XP1,pseudogene
RPS4XP11,pseudogene
RPS4XP13,pseudogene
RPS4XP14,pseudogene
RPS4XP15,pseudogene
RPS4XP16,pseudogene
RPS4XP17,pseudogene
RPS4XP18,pseudogene
RPS4XP19,pseudogene
RPS4XP2,pseudogene
RPS4XP20,pseudogene
RPS4XP21,pseudogene
RPS4XP22,pseudogene
RPS4XP23,pseudogene
RPS4XP3,pseudogene
RPS4XP4,pseudogene
RPS4XP5,pseudogene
RPS4XP6,pseudogene
RPS4XP7,pseudogene
RPS4XP8,pseudogene
RPS4XP9,pseudogene
RPS4Y1,protein_coding
RPS4Y2,protein_coding
RPS5,protein_coding
RPS5P2,pseudogene
RPS5P3,pseudogene
RPS6,protein_coding
RPS6KA1,protein_coding
RPS6KA2,protein_coding
RPS6KA3,protein_coding
RPS6KA4,protein_coding
RPS6KA5,protein_coding
RPS6KB1,protein_coding
RPS6KB2,protein_coding
RPS6KC1,protein_coding
RPS6KL1,protein_coding
RPS6P16,pseudogene
RPS6P20,pseudogene
RPS6P21,pseudogene
RPS6P22,pseudogene
RPS6P7,pseudogene
RPS6P8,pseudogene
RPS7,protein_coding
RPS7P1,pseudogene
RPS7P10,pseudogene
RPS7P11,pseudogene
RPS7P12,pseudogene
RPS7P13,pseudogene
RPS7P14,pseudogene
RPS7P15,pseudogene
RPS7P2,pseudogene
RPS7P3,pseudogene
RPS7P4,pseudogene
RPS7P5,pseudogene
RPS7P7,pseudogene
RPS7P8,pseudogene
RPS8,protein_coding
RPS8P3,pseudogene
RPS8P6,pseudogene
RPS9,protein_coding
RPS9P1,pseudogene
RPSA,protein_coding
RPSAP14,pseudogene
RPSAP15,pseudogene
RPSAP2,pseudogene
RPSAP4,pseudogene
RPSAP47,pseudogene
RPSAP51,pseudogene
RPSAP52,pseudogene
RPSAP53,pseudogene
RPSAP54,pseudogene
RPSAP55,pseudogene
RPSAP56,pseudogene
RPSAP58,protein_coding
RPSAP8,pseudogene
RPSAP9,pseudogene
RPTN,protein_coding
RPTOR,protein_coding
RPUSD1,protein_coding
RPUSD2,protein_coding
RPUSD3,protein_coding
RPUSD4,protein_coding
RQCD1,protein_coding
RRAD,protein_coding
RRAGA,protein_coding
RRAGB,protein_coding
RRAGC,protein_coding
RRAGD,protein_coding
RRAS,protein_coding
RRAS2,protein_coding
RRBP1,protein_coding
RREB1,protein_coding
RRM1,protein_coding
RRM2,protein_coding
RRM2B,protein_coding
RRN3,protein_coding
RRN3P1,pseudogene
RRN3P2,pseudogene
RRN3P3,pseudogene
RRNAD1,protein_coding
RRP1,protein_coding
RRP12,protein_coding
RRP15,protein_coding
RRP1B,protein_coding
RRP36,protein_coding
RRP7A,protein_coding
RRP7B,pseudogene
RRP8,protein_coding
RRP9,protein_coding
RRS1,protein_coding
RS1,protein_coding
RSAD1,protein_coding
RSAD2,protein_coding
RSBN1,protein_coding
RSBN1L,protein_coding
RSBN1L-AS1,lincRNA
RSF1,protein_coding
RSF1-IT1,sense_intronic
RSF1-IT2,sense_intronic
RSG1,protein_coding
RSL1D1,protein_coding
RSL24D1,protein_coding
RSL24D1P1,pseudogene
RSL24D1P11,pseudogene
RSPH1,protein_coding
RSPH10B,protein_coding
RSPH10B2,protein_coding
RSPH3,protein_coding
RSPH4A,protein_coding
RSPH9,protein_coding
RSPO3,protein_coding
RSPRY1,protein_coding
RSRC1,protein_coding
RSRC2,protein_coding
RSU1,protein_coding
RTCA,protein_coding
RTCB,protein_coding
RTDR1,protein_coding
RTEL1,protein_coding
RTEL1-TNFRSF6B,protein_coding
RTF1,protein_coding
RTFDC1,protein_coding
RTKN,protein_coding
RTKN2,protein_coding
RTN1,protein_coding
RTN2,protein_coding
RTN3,protein_coding
RTN3P1,pseudogene
RTN4,protein_coding
RTN4IP1,protein_coding
RTN4R,protein_coding
RTN4RL2,protein_coding
RTP4,protein_coding
RTTN,protein_coding
RUFY1,protein_coding
RUFY2,protein_coding
RUFY3,protein_coding
RUFY4,protein_coding
RUNDC1,protein_coding
RUNDC3A,protein_coding
RUNDC3B,protein_coding
RUNX1,protein_coding
RUNX1T1,protein_coding
RUNX2,protein_coding
RUNX3,protein_coding
RUSC1,protein_coding
RUSC1-AS1,antisense
RUSC2,protein_coding
RUVBL1,protein_coding
RUVBL1-AS1,antisense
RUVBL2,protein_coding
RWDD1,protein_coding
RWDD2A,protein_coding
RWDD2B,protein_coding
RWDD3,protein_coding
RWDD4,protein_coding
RWDD4P1,pseudogene
RWDD4P2,pseudogene
RXFP1,protein_coding
RXFP2,protein_coding
RXRA,protein_coding
RXRB,protein_coding
RYBP,protein_coding
RYK,protein_coding
RYKP1,pseudogene
RYR1,protein_coding
RYR2,protein_coding
RYR3,protein_coding
S100A1,protein_coding
S100A10,protein_coding
S100A11,protein_coding
S100A11P1,pseudogene
S100A11P2,pseudogene
S100A12,protein_coding
S100A13,protein_coding
S100A2,protein_coding
S100A3,protein_coding
S100A4,protein_coding
S100A5,protein_coding
S100A6,protein_coding
S100A8,protein_coding
S100A9,protein_coding
S100B,protein_coding
S100P,protein_coding
S100PBP,protein_coding
S100Z,protein_coding
S1PR1,protein_coding
S1PR3,protein_coding
S1PR4,protein_coding
S1PR5,protein_coding
SAAL1,protein_coding
SAC3D1,protein_coding
SACM1L,protein_coding
SACS,protein_coding
SAE1,protein_coding
SAFB,protein_coding
SAFB2,protein_coding
SAG,protein_coding
SALL1,protein_coding
SALL3,protein_coding
SALL4,protein_coding
SAMD1,protein_coding
SAMD10,protein_coding
SAMD11,protein_coding
SAMD12,protein_coding
SAMD13,protein_coding
SAMD14,protein_coding
SAMD15,protein_coding
SAMD3,protein_coding
SAMD4A,protein_coding
SAMD4B,protein_coding
SAMD5,protein_coding
SAMD8,protein_coding
SAMD9,protein_coding
SAMD9L,protein_coding
SAMHD1,protein_coding
SAMM50,protein_coding
SAMSN1,protein_coding
SAMSN1-AS1,antisense
SAP130,protein_coding
SAP18,protein_coding
SAP30,protein_coding
SAP30BP,protein_coding
SAP30L,protein_coding
SAP30L-AS1,antisense
SAPCD1-AS1,antisense
SAPCD1-AS1,processed_transcript
SAPCD2,protein_coding
SAR1A,protein_coding
SAR1B,protein_coding
SARDH,protein_coding
SARM1,protein_coding
SARNP,protein_coding
SARS,protein_coding
SARS2,protein_coding
SART1,protein_coding
SART3,protein_coding
SASH1,protein_coding
SASH3,protein_coding
SASS6,protein_coding
SAT1,protein_coding
SAT2,protein_coding
SATB1,protein_coding
SATB2,protein_coding
SATL1,protein_coding
SAV1,protein_coding
SAYSD1,protein_coding
SBDS,protein_coding
SBDSP1,pseudogene
SBF1,protein_coding
SBF2,protein_coding
SBF2-AS1,antisense
SBK1,protein_coding
SBNO1,protein_coding
SBNO2,protein_coding
SBSPON,protein_coding
SC5D,protein_coding
SCAF1,protein_coding
SCAF11,protein_coding
SCAF4,protein_coding
SCAF8,protein_coding
SCAI,protein_coding
SCAMP1,protein_coding
SCAMP2,protein_coding
SCAMP3,protein_coding
SCAMP4,protein_coding
SCAMP5,protein_coding
SCAND1,protein_coding
SCAND2P,pseudogene
SCAP,protein_coding
SCAPER,protein_coding
SCARA5,protein_coding
SCARB1,protein_coding
SCARB2,protein_coding
SCARF1,protein_coding
SCARF2,protein_coding
SCARNA13,snoRNA
SCARNA14,snoRNA
SCARNA2,lincRNA
SCARNA22,snoRNA
SCARNA23,snoRNA
SCARNA3,snoRNA
SCARNA5,snoRNA
SCCPDH,protein_coding
SCD,protein_coding
SCD5,protein_coding
SCFD1,protein_coding
SCFD2,protein_coding
SCG5,protein_coding
SCGB1B2P,lincRNA
SCGB1C1,protein_coding
SCGB2B2,protein_coding
SCGB3A1,protein_coding
SCGB3A2,protein_coding
SCHIP1,protein_coding
SCIMP,protein_coding
SCIN,protein_coding
SCLT1,protein_coding
SCLY,protein_coding
SCMH1,protein_coding
SCML1,protein_coding
SCML2,protein_coding
SCML4,protein_coding
SCN11A,protein_coding
SCN1A,protein_coding
SCN1B,protein_coding
SCN2A,protein_coding
SCN2B,protein_coding
SCN3A,protein_coding
SCN3B,protein_coding
SCN4B,protein_coding
SCN8A,protein_coding
SCN9A,protein_coding
SCNM1,protein_coding
SCNN1A,protein_coding
SCNN1D,protein_coding
SCO1,protein_coding
SCO2,protein_coding
SCOC,protein_coding
SCP2,protein_coding
SCPEP1,protein_coding
SCRG1,protein_coding
SCRIB,protein_coding
SCRN1,protein_coding
SCRN2,protein_coding
SCRN3,protein_coding
SCRT1,protein_coding
SCRT2,protein_coding
SCT,protein_coding
SCUBE1,protein_coding
SCUBE2,protein_coding
SCUBE3,protein_coding
SCYL1,protein_coding
SCYL2,protein_coding
SCYL3,protein_coding
SDAD1,protein_coding
SDAD1P1,pseudogene
SDAD1P2,pseudogene
SDC1,protein_coding
SDC2,protein_coding
SDC3,protein_coding
SDC4,protein_coding
SDCBP,protein_coding
SDCBP2,protein_coding
SDCBP2-AS1,antisense
SDCCAG3,protein_coding
SDCCAG8,protein_coding
SDE2,protein_coding
SDF2,protein_coding
SDF2L1,protein_coding
SDF4,protein_coding
SDHA,protein_coding
SDHAF1,protein_coding
SDHAF2,protein_coding
SDHAP1,pseudogene
SDHAP3,pseudogene
SDHB,protein_coding
SDHC,protein_coding
SDHD,protein_coding
SDK2,protein_coding
SDPR,protein_coding
SDR39U1,protein_coding
SDR42E2,protein_coding
SDS,protein_coding
SDSL,protein_coding
SEC11A,protein_coding
SEC11C,protein_coding
SEC13,protein_coding
SEC14L1,protein_coding
SEC14L1P1,pseudogene
SEC14L2,protein_coding
SEC14L4,protein_coding
SEC14L5,protein_coding
SEC16A,protein_coding
SEC1P,pseudogene
SEC22A,protein_coding
SEC22B,processed_transcript
SEC22C,protein_coding
SEC23A,protein_coding
SEC23B,protein_coding
SEC23IP,protein_coding
SEC24A,protein_coding
SEC24B,protein_coding
SEC24B-AS1,antisense
SEC24C,protein_coding
SEC24D,protein_coding
SEC31A,protein_coding
SEC31B,protein_coding
SEC61A1,protein_coding
SEC61A2,protein_coding
SEC61B,protein_coding
SEC61G,protein_coding
SEC62,protein_coding
SEC62-AS1,antisense
SEC63,protein_coding
SEC63P1,pseudogene
SECISBP2,protein_coding
SECISBP2L,protein_coding
SECTM1,protein_coding
SEH1L,protein_coding
SEL1L,protein_coding
SEL1L2,protein_coding
SEL1L3,protein_coding
SELENBP1,protein_coding
SELL,protein_coding
SELP,protein_coding
SELPLG,protein_coding
SEMA3A,protein_coding
SEMA3B,processed_transcript
SEMA3B,protein_coding
SEMA3C,protein_coding
SEMA3D,protein_coding
SEMA3E,protein_coding
SEMA3F,protein_coding
SEMA4A,protein_coding
SEMA4B,protein_coding
SEMA4C,protein_coding
SEMA4D,protein_coding
SEMA4F,protein_coding
SEMA4G,protein_coding
SEMA5A,protein_coding
SEMA5B,protein_coding
SEMA6A,protein_coding
SEMA6B,protein_coding
SEMA6C,protein_coding
SEMA6D,protein_coding
SEMA7A,protein_coding
SENP1,protein_coding
SENP2,protein_coding
SENP3,protein_coding
SENP5,protein_coding
SENP6,protein_coding
SENP7,protein_coding
SENP8,protein_coding
SEPHS1,protein_coding
SEPHS2,protein_coding
SEPN1,protein_coding
SEPP1,protein_coding
SEPSECS,protein_coding
SEPT1,protein_coding
SEPT10,protein_coding
SEPT10P1,pseudogene
SEPT11,protein_coding
SEPT12,protein_coding
SEPT2,protein_coding
SEPT3,protein_coding
SEPT4,protein_coding
SEPT5,protein_coding
SEPT6,protein_coding
SEPT7,protein_coding
SEPT7P2,pseudogene
SEPT7P6,pseudogene
SEPT7P7,pseudogene
SEPT7P8,pseudogene
SEPT7P9,pseudogene
SEPT8,protein_coding
SEPT9,protein_coding
SEPW1,protein_coding
SERAC1,protein_coding
SERBP1,protein_coding
SERBP1P1,pseudogene
SERBP1P3,pseudogene
SERBP1P5,pseudogene
SERBP1P6,pseudogene
SERF2,protein_coding
SERGEF,protein_coding
SERHL,processed_transcript
SERHL2,protein_coding
SERINC1,protein_coding
SERINC2,protein_coding
SERINC3,protein_coding
SERINC4,protein_coding
SERINC5,protein_coding
SERP1,protein_coding
SERP2,protein_coding
SERPINA1,protein_coding
SERPINA3,protein_coding
SERPINB1,protein_coding
SERPINB10,protein_coding
SERPINB2,protein_coding
SERPINB6,protein_coding
SERPINB8,protein_coding
SERPINB9,protein_coding
SERPINE1,protein_coding
SERPINE2,protein_coding
SERPINF1,protein_coding
SERPINF2,protein_coding
SERPING1,protein_coding
SERPINH1,protein_coding
SERPINI1,protein_coding
SERPINI2,protein_coding
SERTAD1,protein_coding
SERTAD2,protein_coding
SERTAD3,protein_coding
SERTAD4,protein_coding
SESN1,protein_coding
SESN2,protein_coding
SESN3,protein_coding
SESTD1,protein_coding
SET,protein_coding
SETBP1,protein_coding
SETD1A,protein_coding
SETD1B,protein_coding
SETD2,protein_coding
SETD3,protein_coding
SETD4,protein_coding
SETD5,protein_coding
SETD5-AS1,antisense
SETD6,protein_coding
SETD7,protein_coding
SETD8,protein_coding
SETD9,protein_coding
SETDB1,protein_coding
SETDB2,protein_coding
SETMAR,protein_coding
SETP12,pseudogene
SETP14,pseudogene
SETP17,pseudogene
SETP21,pseudogene
SETP22,pseudogene
SETP4,pseudogene
SETP8,pseudogene
SETP9,pseudogene
SETX,protein_coding
SEZ6,protein_coding
SEZ6L,protein_coding
SEZ6L2,protein_coding
SF1,protein_coding
SF3A1,protein_coding
SF3A2,protein_coding
SF3A3,protein_coding
SF3A3P1,pseudogene
SF3A3P2,pseudogene
SF3B1,protein_coding
SF3B2,protein_coding
SF3B3,protein_coding
SF3B4,protein_coding
SF3B5,protein_coding
SFI1,protein_coding
SFMBT1,protein_coding
SFMBT2,protein_coding
SFN,protein_coding
SFPQ,protein_coding
SFR1,protein_coding
SFRP1,protein_coding
SFRP5,protein_coding
SFSWAP,protein_coding
SFT2D1,protein_coding
SFT2D2,protein_coding
SFT2D3,protein_coding
SFTA1P,lincRNA
SFTPB,protein_coding
SFTPD,protein_coding
SFXN1,protein_coding
SFXN2,protein_coding
SFXN3,protein_coding
SFXN4,protein_coding
SFXN5,protein_coding
SGCA,protein_coding
SGCB,protein_coding
SGCD,protein_coding
SGIP1,protein_coding
SGK1,protein_coding
SGK3,protein_coding
SGMS1,protein_coding
SGMS2,protein_coding
SGOL1,protein_coding
SGOL1-AS1,antisense
SGOL2,protein_coding
SGPL1,protein_coding
SGPP1,protein_coding
SGPP2,protein_coding
SGSH,protein_coding
SGSM1,protein_coding
SGSM2,protein_coding
SGSM3,protein_coding
SGTA,protein_coding
SGTB,protein_coding
SH2B1,protein_coding
SH2B2,protein_coding
SH2B3,protein_coding
SH2D1A,protein_coding
SH2D1B,protein_coding
SH2D2A,protein_coding
SH2D3A,protein_coding
SH2D3C,protein_coding
SH2D4B,protein_coding
SH2D6,protein_coding
SH3BGR,protein_coding
SH3BGRL,protein_coding
SH3BGRL2,protein_coding
SH3BGRL3,protein_coding
SH3BP1,protein_coding
SH3BP2,protein_coding
SH3BP4,protein_coding
SH3BP5,protein_coding
SH3BP5-AS1,antisense
SH3BP5L,protein_coding
SH3D19,protein_coding
SH3D21,protein_coding
SH3GL1,protein_coding
SH3GL1P1,pseudogene
SH3GL1P3,pseudogene
SH3GL3,protein_coding
SH3GLB1,protein_coding
SH3GLB2,protein_coding
SH3KBP1,protein_coding
SH3PXD2A,protein_coding
SH3PXD2B,protein_coding
SH3RF1,protein_coding
SH3RF3,protein_coding
SH3RF3-AS1,lincRNA
SH3TC1,protein_coding
SH3TC2,protein_coding
SH3YL1,protein_coding
SHANK1,protein_coding
SHANK2,protein_coding
SHANK3,protein_coding
SHARPIN,protein_coding
SHB,protein_coding
SHBG,protein_coding
SHC1,protein_coding
SHC2,protein_coding
SHC3,protein_coding
SHC4,protein_coding
SHCBP1,protein_coding
SHCBP1L,protein_coding
SHE,protein_coding
SHF,protein_coding
SHFM1,protein_coding
SHFM1P1,pseudogene
SHISA2,protein_coding
SHISA4,protein_coding
SHISA5,protein_coding
SHISA6,protein_coding
SHISA7,protein_coding
SHISA9,protein_coding
SHKBP1,protein_coding
SHMT1,protein_coding
SHMT2,protein_coding
SHOC2,protein_coding
SHOX2,protein_coding
SHPK,protein_coding
SHPRH,protein_coding
SHQ1,protein_coding
SHROOM1,protein_coding
SHROOM2,protein_coding
SHROOM3,protein_coding
SHROOM4,protein_coding
SI,protein_coding
SIAE,protein_coding
SIAH1,protein_coding
SIAH2,protein_coding
SIAH2-AS1,antisense
SIDT1,protein_coding
SIDT1-AS1,antisense
SIDT2,protein_coding
SIGIRR,protein_coding
SIGLEC1,protein_coding
SIGLEC10,protein_coding
SIGLEC11,protein_coding
SIGLEC12,protein_coding
SIGLEC14,protein_coding
SIGLEC15,protein_coding
SIGLEC16,pseudogene
SIGLEC17P,pseudogene
SIGLEC18P,pseudogene
SIGLEC20P,pseudogene
SIGLEC22P,pseudogene
SIGLEC5,protein_coding
SIGLEC7,protein_coding
SIGLEC9,protein_coding
SIGMAR1,protein_coding
SIK1,protein_coding
SIK2,protein_coding
SIK3,protein_coding
SIK3-IT1,sense_intronic
SIKE1,protein_coding
SIL1,protein_coding
SIM2,protein_coding
SIMC1,protein_coding
SIN3A,protein_coding
SIN3B,protein_coding
SIPA1,protein_coding
SIPA1L1,protein_coding
SIPA1L2,protein_coding
SIPA1L3,protein_coding
SIRPA,protein_coding
SIRPAP1,pseudogene
SIRPB1,protein_coding
SIRPB2,protein_coding
SIRPD,protein_coding
SIRPG,protein_coding
SIRT1,protein_coding
SIRT2,protein_coding
SIRT3,protein_coding
SIRT4,protein_coding
SIRT5,protein_coding
SIRT6,protein_coding
SIRT7,protein_coding
SIT1,protein_coding
SIVA1,protein_coding
SIX1,protein_coding
SIX3,protein_coding
SIX5,protein_coding
SIX6,protein_coding
SKA2,protein_coding
SKA2P1,pseudogene
SKA3,protein_coding
SKAP1,protein_coding
SKAP2,protein_coding
SKI,protein_coding
SKIDA1,protein_coding
SKIL,protein_coding
SKIV2L,protein_coding
SKIV2L2,protein_coding
SKOR1,protein_coding
SKP1,protein_coding
SKP1P1,pseudogene
SKP2,protein_coding
SLA,protein_coding
SLA2,protein_coding
SLAIN1,protein_coding
SLAIN2,protein_coding
SLAMF1,protein_coding
SLAMF6,protein_coding
SLAMF7,protein_coding
SLAMF8,protein_coding
SLAMF9,protein_coding
SLBP,protein_coding
SLC10A1,protein_coding
SLC10A3,protein_coding
SLC10A7,protein_coding
SLC11A1,protein_coding
SLC11A2,protein_coding
SLC12A2,protein_coding
SLC12A3,protein_coding
SLC12A4,protein_coding
SLC12A5,protein_coding
SLC12A6,protein_coding
SLC12A7,protein_coding
SLC12A8,protein_coding
SLC12A9,protein_coding
SLC13A1,protein_coding
SLC13A3,protein_coding
SLC13A4,protein_coding
SLC13A5,protein_coding
SLC14A1,protein_coding
SLC14A2,protein_coding
SLC15A2,protein_coding
SLC15A3,protein_coding
SLC15A4,protein_coding
SLC16A1,protein_coding
SLC16A10,protein_coding
SLC16A11,protein_coding
SLC16A13,protein_coding
SLC16A14,protein_coding
SLC16A2,protein_coding
SLC16A3,protein_coding
SLC16A4,protein_coding
SLC16A5,protein_coding
SLC16A6,protein_coding
SLC16A7,protein_coding
SLC16A8,protein_coding
SLC16A9,protein_coding
SLC17A3,protein_coding
SLC17A5,protein_coding
SLC17A7,protein_coding
SLC17A8,protein_coding
SLC17A9,protein_coding
SLC18A1,protein_coding
SLC18B1,protein_coding
SLC19A1,protein_coding
SLC19A2,protein_coding
SLC19A3,protein_coding
SLC1A2,protein_coding
SLC1A3,protein_coding
SLC1A4,protein_coding
SLC1A5,protein_coding
SLC1A6,protein_coding
SLC1A7,protein_coding
SLC20A1,protein_coding
SLC20A2,protein_coding
SLC22A1,protein_coding
SLC22A10,protein_coding
SLC22A11,protein_coding
SLC22A15,protein_coding
SLC22A16,protein_coding
SLC22A17,protein_coding
SLC22A18,protein_coding
SLC22A18AS,protein_coding
SLC22A2,protein_coding
SLC22A20,pseudogene
SLC22A23,protein_coding
SLC22A3,protein_coding
SLC22A31,protein_coding
SLC22A4,protein_coding
SLC22A5,protein_coding
SLC22A8,protein_coding
SLC22A9,protein_coding
SLC23A1,protein_coding
SLC23A2,protein_coding
SLC23A3,protein_coding
SLC24A1,protein_coding
SLC24A2,protein_coding
SLC24A3,protein_coding
SLC24A4,protein_coding
SLC24A5,protein_coding
SLC25A1,protein_coding
SLC25A10,protein_coding
SLC25A11,protein_coding
SLC25A12,protein_coding
SLC25A13,protein_coding
SLC25A14,protein_coding
SLC25A15,protein_coding
SLC25A16,protein_coding
SLC25A17,protein_coding
SLC25A19,protein_coding
SLC25A1P3,pseudogene
